,quadrante,caracteristica
14877,D-_R-,UF_1
14878,D-_R+,UF_1
14879,D-_R+,UF_2
14880,D-_R+,UF_3
14881,D-_R-,UF_3
14882,D-_R+,UF_3
14883,D-_R-,UF_1
14884,D-_R+,UF_1
14885,D-_R+,UF_2
14886,D+_R+,UF_3
14887,D+_R+,UF_3
14888,D+_R+,UF_1
14889,D-_R+,UF_1
14890,D+_R+,UF_3
14891,D+_R+,UF_2
14892,D+_R+,UF_3
14893,D+_R+,UF_2
14894,D-_R+,UF_1
14895,D-_R+,UF_2
14896,D-_R+,UF_3
14897,D+_R-,UF_1
14898,D-_R+,UF_1
14899,D-_R+,UF_1
14900,D-_R+,UF_2
14901,D-_R+,UF_3
14902,D-_R+,UF_2
14903,D-_R+,UF_3
14904,D-_R+,UF_1
14905,D-_R+,UF_3
14906,D-_R+,UF_2
14907,D-_R-,UF_1
14908,D-_R+,UF_2
14909,D-_R+,UF_3
14910,D+_R+,UF_1
14911,D+_R+,UF_2
14912,D+_R+,UF_3
14913,D+_R+,UF_3
14914,D+_R+,UF_2
14915,D+_R+,UF_1
14916,D+_R-,UF_1
14917,D-_R-,UF_1
14918,D-_R+,UF_2
14919,D-_R+,UF_3
14920,D+_R+,UF_2
14921,D+_R+,UF_3
14922,D+_R+,UF_1
14923,D-_R+,UF_2
14924,D+_R+,UF_3
14925,D-_R+,UF_1
14926,D-_R+,UF_3
14927,D-_R+,UF_2
14928,D-_R+,UF_1
14929,D-_R+,UF_1
14930,D-_R+,UF_2
14931,D+_R+,UF_3
14932,D-_R+,UF_3
14933,D-_R+,UF_2
14934,D-_R+,UF_2
14935,D-_R+,UF_3
14936,D-_R+,UF_1
14937,D-_R+,UF_1
14938,D-_R+,UF_2
14939,D+_R+,UF_3
14940,D+_R+,UF_2
14941,D+_R+,UF_3
14942,D+_R-,UF_1
14943,D+_R+,UF_1
14944,D+_R+,UF_3
14945,D+_R+,UF_2
14946,D+_R+,UF_2
14947,D+_R-,UF_2
14948,D+_R-,UF_3
14949,D+_R-,UF_3
14950,D+_R-,UF_1
14951,D+_R-,UF_1
14952,D+_R-,UF_3
14953,D+_R-,UF_2
14954,D+_R-,UF_3
14955,D+_R-,UF_2
14956,D+_R-,UF_1
14957,D+_R-,UF_1
14958,D+_R+,UF_2
14959,D+_R-,UF_3
14960,D+_R-,UF_1
14961,D-_R-,UF_1
14962,D+_R-,UF_2
14963,D-_R-,UF_3
14964,D-_R-,UF_2
14965,D-_R-,UF_3
14966,D-_R-,UF_1
14967,D-_R-,UF_1
14968,D-_R-,UF_3
14969,D-_R-,UF_2
14970,D+_R-,UF_1
14971,D+_R-,UF_3
14972,D+_R+,UF_2
14973,D+_R-,UF_2
14974,D+_R-,UF_3
14975,D+_R-,UF_1
14976,D+_R-,UF_2
14977,D-_R-,UF_1
14978,D-_R-,UF_3
14979,D-_R-,UF_2
14980,D-_R-,UF_1
14981,D+_R-,UF_3
14982,D-_R-,UF_3
14983,D-_R-,UF_2
14984,D-_R-,UF_2
14985,D-_R-,UF_1
14986,D-_R-,UF_3
14987,D-_R-,UF_1
14988,D-_R-,UF_3
14989,D-_R+,UF_2
14990,D+_R-,UF_2
14991,D+_R-,UF_3
14992,D-_R-,UF_3
14993,D-_R+,UF_2
14994,D+_R-,UF_1
14995,D-_R-,UF_1
14996,D+_R-,UF_3
14997,D+_R+,UF_2
14998,D-_R-,UF_1
14999,D+_R-,UF_1
15000,D-_R-,UF_2
15001,D+_R-,UF_3
15002,D-_R-,UF_2
15003,D-_R-,UF_3
15004,D-_R-,UF_1
15005,D-_R-,UF_1
15006,D-_R-,UF_3
15007,D-_R+,UF_2
15008,D+_R-,UF_1
15009,D+_R-,UF_3
15010,D+_R+,UF_2
15011,D+_R-,UF_3
15012,D+_R-,UF_2
15013,D+_R-,UF_1
15014,D-_R-,UF_1
15015,D+_R-,UF_2
15016,D+_R-,UF_3
15017,D+_R-,UF_2
15018,D+_R-,UF_3
15019,D+_R-,UF_1
15020,D+_R-,UF_1
15021,D-_R-,UF_1
15022,D+_R-,UF_2
15023,D-_R+,UF_3
15024,D+_R-,UF_3
15025,D-_R+,UF_2
15026,D-_R-,UF_3
15027,D-_R+,UF_2
15028,D+_R+,UF_3
15029,D-_R+,UF_2
15030,D-_R-,UF_1
15031,D-_R-,UF_1
15032,D-_R-,UF_1
15033,D+_R-,UF_1
15034,D+_R+,UF_2
15035,D+_R+,UF_3
15036,D+_R-,UF_3
15037,D+_R+,UF_3
15038,D+_R+,UF_2
15039,D-_R+,UF_2
15040,D-_R+,UF_3
15041,D-_R-,UF_1
15042,D-_R-,UF_3
15043,D+_R+,UF_2
15044,D-_R-,UF_1
15045,D-_R+,UF_3
15046,D-_R-,UF_1
15047,D-_R+,UF_2
15048,D-_R-,UF_3
15049,D-_R+,UF_2
15050,D-_R+,UF_3
15051,D-_R-,UF_1
15052,D-_R-,UF_1
15053,D-_R+,UF_2
15054,D-_R+,UF_2
15055,D-_R-,UF_3
15056,D-_R-,UF_3
15057,D-_R-,UF_1
15058,D+_R+,UF_2
15059,D+_R+,UF_3
15060,D+_R+,UF_2
15061,D+_R+,UF_3
15062,D+_R+,UF_1
15063,D+_R-,UF_1
15064,D+_R-,UF_3
15065,D-_R+,UF_2
15066,D-_R-,UF_3
15067,D-_R-,UF_1
15068,D+_R-,UF_1
15069,D+_R+,UF_2
15070,D+_R-,UF_3
15071,D-_R-,UF_3
15072,D-_R+,UF_2
15073,D+_R-,UF_1
15074,D-_R+,UF_2
15075,D+_R-,UF_3
15076,D+_R-,UF_1
15077,D+_R+,UF_3
15078,D+_R+,UF_2
15079,D+_R-,UF_1
15080,D+_R+,UF_1
15081,D+_R+,UF_2
15082,D+_R+,UF_3
15083,D-_R-,UF_1
15084,D+_R-,UF_1
15085,D+_R+,UF_3
15086,D+_R+,UF_2
15087,D-_R-,UF_3
15088,D-_R+,UF_2
15089,D+_R-,UF_1
15090,D+_R+,UF_2
15091,D+_R-,UF_3
15092,D+_R+,UF_2
15093,D+_R-,UF_3
15094,D+_R-,UF_1
15095,D-_R+,UF_2
15096,D-_R-,UF_3
15097,D-_R+,UF_3
15098,D-_R+,UF_2
15099,D-_R-,UF_1
15100,D-_R-,UF_1
15101,D-_R+,UF_3
15102,D-_R-,UF_3
15103,D-_R+,UF_2
15104,D-_R+,UF_2
15105,D+_R+,UF_1
15106,D+_R+,UF_1
15107,D+_R-,UF_1
15108,D+_R-,UF_1
15109,D+_R+,UF_2
15110,D+_R+,UF_3
15111,D+_R+,UF_3
15112,D+_R+,UF_2
15113,D+_R+,UF_3
15114,D+_R+,UF_2
15115,D+_R-,UF_1
15116,D+_R+,UF_2
15117,D-_R+,UF_3
15118,D-_R-,UF_1
15119,D+_R+,UF_3
15120,D+_R-,UF_1
15121,D+_R-,UF_1
15122,D+_R+,UF_2
15123,D+_R+,UF_3
15124,D+_R+,UF_2
15125,D-_R-,UF_1
15126,D-_R-,UF_3
15127,D-_R+,UF_2
15128,D+_R+,UF_2
15129,D-_R+,UF_3
15130,D-_R-,UF_1
15131,D-_R+,UF_2
15132,D+_R+,UF_3
15133,D-_R-,UF_1
15134,D+_R+,UF_2
15135,D+_R-,UF_1
15136,D-_R+,UF_3
15137,D-_R-,UF_1
15138,D-_R-,UF_1
15139,D-_R+,UF_2
15140,D-_R-,UF_3
15141,D-_R+,UF_3
15142,D+_R+,UF_2
15143,D-_R-,UF_1
15144,D-_R-,UF_1
15145,D-_R-,UF_3
15146,D-_R+,UF_2
15147,D-_R+,UF_2
15148,D-_R+,UF_3
15149,D-_R-,UF_1
15150,D-_R-,UF_3
15151,D-_R+,UF_2
15152,D-_R-,UF_1
15153,D-_R+,UF_2
15154,D-_R-,UF_3
15155,D+_R-,UF_1
15156,D+_R-,UF_2
15157,D+_R-,UF_3
15158,D+_R-,UF_2
15159,D+_R-,UF_1
15160,D-_R-,UF_3
15161,D-_R-,UF_2
15162,D-_R-,UF_2
15163,D-_R-,UF_1
15164,D-_R-,UF_1
15165,D-_R-,UF_3
15166,D-_R+,UF_2
15167,D-_R-,UF_3
15168,D-_R-,UF_1
15169,D-_R-,UF_1
15170,D-_R-,UF_2
15171,D-_R+,UF_2
15172,D-_R+,UF_2
15173,D-_R-,UF_3
15174,D-_R-,UF_3
15175,D-_R-,UF_1
15176,D-_R-,UF_1
15177,D+_R-,UF_3
15178,D+_R-,UF_3
15179,D-_R+,UF_2
15180,D+_R-,UF_1
15181,D+_R-,UF_1
15182,D+_R+,UF_3
15183,D+_R+,UF_2
15184,D-_R-,UF_3
15185,D-_R-,UF_1
15186,D-_R+,UF_2
15187,D-_R-,UF_1
15188,D+_R-,UF_3
15189,D+_R+,UF_2
15190,D-_R+,UF_3
15191,D-_R+,UF_2
15192,D-_R-,UF_1
15193,D-_R+,UF_2
15194,D-_R-,UF_1
15195,D-_R-,UF_3
15196,D-_R-,UF_1
15197,D-_R-,UF_3
15198,D-_R+,UF_2
15199,D-_R-,UF_1
15200,D-_R+,UF_2
15201,D-_R-,UF_3
15202,D+_R-,UF_1
15203,D+_R+,UF_1
15204,D+_R+,UF_2
15205,D+_R+,UF_3
15206,D+_R+,UF_2
15207,D+_R-,UF_3
15208,D+_R-,UF_3
15209,D-_R+,UF_2
15210,D-_R-,UF_1
15211,D-_R-,UF_3
15212,D+_R+,UF_2
15213,D+_R-,UF_1
15214,D-_R-,UF_3
15215,D-_R+,UF_2
15216,D+_R-,UF_1
15217,D-_R-,UF_1
15218,D-_R+,UF_2
15219,D+_R-,UF_3
15220,D-_R-,UF_3
15221,D-_R+,UF_2
15222,D+_R-,UF_1
15223,D-_R-,UF_1
15224,D-_R+,UF_2
15225,D+_R+,UF_3
15226,D+_R-,UF_3
15227,D+_R+,UF_2
15228,D+_R+,UF_2
15229,D+_R+,UF_3
15230,D+_R+,UF_1
15231,D+_R-,UF_1
15232,D-_R-,UF_1
15233,D+_R+,UF_2
15234,D-_R-,UF_3
15235,D-_R-,UF_1
15236,D+_R-,UF_3
15237,D+_R-,UF_2
15238,D+_R-,UF_1
15239,D-_R+,UF_2
15240,D-_R-,UF_3
15241,D-_R-,UF_3
15242,D-_R-,UF_2
15243,D-_R-,UF_1
15244,D-_R-,UF_1
15245,D-_R+,UF_2
15246,D-_R-,UF_3
15247,D-_R+,UF_2
15248,D-_R+,UF_3
15249,D-_R-,UF_1
15250,D-_R-,UF_1
15251,D+_R-,UF_1
15252,D+_R-,UF_3
15253,D-_R+,UF_2
15254,D+_R+,UF_3
15255,D-_R-,UF_1
15256,D+_R+,UF_2
15257,D+_R-,UF_3
15258,D-_R-,UF_1
15259,D-_R+,UF_2
15260,D+_R-,UF_1
15261,D-_R+,UF_3
15262,D-_R-,UF_3
15263,D+_R-,UF_2
15264,D-_R+,UF_2
15265,D-_R-,UF_3
15266,D-_R+,UF_2
15267,D-_R+,UF_3
15268,D-_R-,UF_1
15269,D-_R-,UF_1
15270,D-_R-,UF_1
15271,D-_R-,UF_1
15272,D-_R-,UF_3
15273,D-_R+,UF_2
15274,D-_R+,UF_2
15275,D-_R+,UF_3
15276,D+_R-,UF_1
15277,D+_R+,UF_1
15278,D+_R+,UF_3
15279,D+_R+,UF_2
15280,D+_R+,UF_3
15281,D+_R+,UF_2
15282,D-_R-,UF_1
15283,D+_R-,UF_3
15284,D+_R+,UF_2
15285,D-_R-,UF_3
15286,D-_R+,UF_2
15287,D+_R-,UF_1
15288,D-_R+,UF_2
15289,D-_R-,UF_3
15290,D+_R-,UF_1
15291,D-_R-,UF_1
15292,D+_R+,UF_2
15293,D+_R-,UF_3
15294,D-_R+,UF_2
15295,D-_R-,UF_3
15296,D-_R-,UF_1
15297,D+_R-,UF_1
15298,D+_R-,UF_3
15299,D-_R+,UF_2
15300,D+_R+,UF_3
15301,D+_R+,UF_2
15302,D+_R-,UF_1
15303,D+_R+,UF_3
15304,D+_R+,UF_2
15305,D+_R-,UF_1
15306,D-_R-,UF_1
15307,D+_R-,UF_2
15308,D-_R-,UF_3
15309,D-_R-,UF_3
15310,D-_R+,UF_2
15311,D-_R-,UF_1
15312,D+_R-,UF_3
15313,D+_R-,UF_3
15314,D+_R+,UF_2
15315,D+_R-,UF_2
15316,D+_R-,UF_1
15317,D+_R-,UF_1
15318,D+_R+,UF_2
15319,D+_R-,UF_2
15320,D+_R-,UF_3
15321,D+_R-,UF_3
15322,D+_R-,UF_3
15323,D+_R-,UF_3
15324,D+_R-,UF_1
15325,D+_R-,UF_1
15326,D-_R-,UF_1
15327,D+_R-,UF_1
15328,D-_R-,UF_3
15329,D+_R-,UF_2
15330,D-_R+,UF_2
15331,D-_R-,UF_3
15332,D-_R-,UF_2
15333,D-_R-,UF_3
15334,D-_R-,UF_1
15335,D-_R-,UF_1
15336,D-_R+,UF_2
15337,D-_R-,UF_3
15338,D+_R+,UF_2
15339,D+_R-,UF_3
15340,D+_R-,UF_1
15341,D+_R-,UF_2
15342,D+_R-,UF_3
15343,D+_R-,UF_1
15344,D-_R-,UF_3
15345,D-_R+,UF_2
15346,D+_R-,UF_1
15347,D-_R-,UF_3
15348,D+_R-,UF_2
15349,D-_R-,UF_1
15350,D-_R+,UF_2
15351,D-_R-,UF_3
15352,D-_R-,UF_1
15353,D+_R-,UF_2
15354,D-_R-,UF_3
15355,D-_R-,UF_1
15356,D-_R-,UF_1
15357,D-_R-,UF_3
15358,D+_R-,UF_2
15359,D-_R-,UF_3
15360,D-_R-,UF_2
15361,D-_R-,UF_1
15362,D-_R-,UF_1
15363,D-_R-,UF_3
15364,D+_R-,UF_2
15365,D-_R-,UF_2
15366,D-_R-,UF_3
15367,D-_R-,UF_1
15368,D+_R-,UF_2
15369,D-_R-,UF_3
15370,D-_R-,UF_1
15371,D-_R-,UF_1
15372,D+_R-,UF_2
15373,D-_R-,UF_2
15374,D+_R-,UF_3
15375,D+_R-,UF_1
15376,D+_R-,UF_3
15377,D+_R-,UF_2
15378,D+_R-,UF_3
15379,D+_R-,UF_2
15380,D+_R-,UF_1
15381,D-_R-,UF_3
15382,D-_R-,UF_2
15383,D-_R-,UF_2
15384,D-_R-,UF_1
15385,D-_R-,UF_1
15386,D+_R-,UF_1
15387,D+_R-,UF_3
15388,D+_R-,UF_2
15389,D-_R-,UF_2
15390,D-_R-,UF_3
15391,D-_R+,UF_2
15392,D-_R+,UF_2
15393,D-_R-,UF_3
15394,D-_R-,UF_3
15395,D-_R-,UF_1
15396,D-_R-,UF_1
15397,D+_R-,UF_1
15398,D+_R-,UF_1
15399,D+_R-,UF_3
15400,D+_R-,UF_3
15401,D+_R+,UF_2
15402,D+_R+,UF_3
15403,D+_R+,UF_2
15404,D-_R-,UF_1
15405,D-_R-,UF_3
15406,D+_R-,UF_2
15407,D-_R-,UF_1
15408,D-_R-,UF_3
15409,D-_R+,UF_2
15410,D-_R-,UF_1
15411,D-_R+,UF_2
15412,D-_R+,UF_2
15413,D-_R-,UF_3
15414,D-_R-,UF_3
15415,D+_R-,UF_1
15416,D-_R-,UF_1
15417,D-_R+,UF_2
15418,D-_R-,UF_3
15419,D-_R-,UF_1
15420,D-_R-,UF_3
15421,D-_R+,UF_2
15422,D+_R+,UF_2
15423,D+_R+,UF_3
15424,D+_R+,UF_2
15425,D+_R-,UF_1
15426,D+_R+,UF_3
15427,D+_R-,UF_1
15428,D+_R+,UF_2
15429,D-_R-,UF_3
15430,D-_R-,UF_1
15431,D+_R-,UF_1
15432,D+_R-,UF_2
15433,D+_R-,UF_3
15434,D-_R+,UF_2
15435,D-_R-,UF_3
15436,D-_R-,UF_1
15437,D+_R-,UF_3
15438,D-_R-,UF_2
15439,D-_R-,UF_1
15440,D+_R+,UF_2
15441,D+_R+,UF_3
15442,D+_R-,UF_3
15443,D+_R+,UF_2
15444,D+_R-,UF_1
15445,D+_R-,UF_1
15446,D-_R-,UF_1
15447,D-_R-,UF_3
15448,D-_R+,UF_2
15449,D+_R+,UF_2
15450,D-_R-,UF_3
15451,D+_R-,UF_1
15452,D+_R-,UF_1
15453,D+_R-,UF_3
15454,D+_R-,UF_2
15455,D+_R+,UF_2
15456,D+_R-,UF_3
15457,D+_R-,UF_1
15458,D-_R-,UF_1
15459,D-_R-,UF_1
15460,D-_R-,UF_2
15461,D-_R-,UF_3
15462,D-_R+,UF_2
15463,D-_R-,UF_3
15464,D-_R-,UF_1
15465,D-_R-,UF_1
15466,D-_R-,UF_3
15467,D-_R-,UF_3
15468,D-_R-,UF_2
15469,D-_R-,UF_2
15470,D-_R-,UF_3
15471,D-_R-,UF_2
15472,D-_R-,UF_1
15473,D-_R-,UF_1
15474,D+_R-,UF_3
15475,D+_R-,UF_2
15476,D+_R-,UF_2
15477,D+_R-,UF_3
15478,D-_R-,UF_3
15479,D-_R-,UF_1
15480,D-_R-,UF_2
15481,D-_R-,UF_1
15482,D-_R-,UF_1
15483,D-_R-,UF_1
15484,D+_R-,UF_3
15485,D-_R-,UF_2
15486,D-_R-,UF_3
15487,D-_R-,UF_2
15488,D-_R-,UF_2
15489,D-_R-,UF_3
15490,D-_R-,UF_3
15491,D-_R-,UF_2
15492,D-_R-,UF_1
15493,D-_R-,UF_1
15494,D-_R-,UF_1
15495,D-_R-,UF_1
15496,D-_R-,UF_2
15497,D-_R-,UF_3
15498,D-_R-,UF_2
15499,D+_R-,UF_3
15500,D-_R-,UF_3
15501,D-_R-,UF_3
15502,D-_R-,UF_1
15503,D-_R-,UF_3
15504,D-_R-,UF_2
15505,D-_R-,UF_1
15506,D-_R-,UF_3
15507,D-_R-,UF_2
15508,D-_R-,UF_2
15509,D-_R-,UF_3
15510,D-_R-,UF_2
15511,D-_R-,UF_3
15512,D-_R-,UF_1
15513,D-_R-,UF_3
15514,D-_R-,UF_1
15515,D-_R-,UF_1
15516,D-_R-,UF_2
15517,D-_R-,UF_1
15518,D-_R-,UF_3
15519,D-_R-,UF_3
15520,D+_R-,UF_2
15521,D+_R-,UF_3
15522,D+_R-,UF_2
15523,D+_R-,UF_1
15524,D+_R-,UF_2
15525,D+_R-,UF_3
15526,D+_R-,UF_1
15527,D+_R-,UF_2
15528,D+_R-,UF_2
15529,D+_R-,UF_1
15530,D-_R+,UF_2
15531,D+_R+,UF_3
15532,D-_R+,UF_3
15533,D-_R+,UF_2
15534,D-_R-,UF_1
15535,D+_R-,UF_1
15536,D-_R-,UF_3
15537,D-_R-,UF_2
15538,D-_R+,UF_3
15539,D-_R+,UF_2
15540,D-_R-,UF_1
15541,D-_R+,UF_1
15542,D+_R+,UF_1
15543,D+_R-,UF_1
15544,D+_R+,UF_3
15545,D-_R+,UF_2
15546,D+_R+,UF_3
15547,D+_R+,UF_2
15548,D+_R-,UF_3
15549,D+_R+,UF_3
15550,D+_R+,UF_2
15551,D+_R-,UF_1
15552,D-_R+,UF_3
15553,D-_R+,UF_2
15554,D+_R-,UF_1
15555,D-_R+,UF_1
15556,D-_R+,UF_3
15557,D-_R+,UF_2
15558,D-_R+,UF_1
15559,D-_R+,UF_2
15560,D-_R+,UF_3
15561,D-_R+,UF_1
15562,D-_R+,UF_2
15563,D-_R+,UF_3
15564,D-_R+,UF_3
15565,D-_R+,UF_2
15566,D-_R-,UF_1
15567,D+_R+,UF_1
15568,D+_R+,UF_1
15569,D+_R+,UF_3
15570,D+_R+,UF_2
15571,D+_R+,UF_2
15572,D+_R+,UF_3
15573,D-_R+,UF_1
15574,D-_R-,UF_1
15575,D-_R+,UF_3
15576,D+_R+,UF_2
15577,D-_R+,UF_3
15578,D-_R+,UF_2
15579,D-_R+,UF_3
15580,D-_R+,UF_2
15581,D-_R-,UF_1
15582,D-_R+,UF_1
15583,D-_R+,UF_3
15584,D-_R+,UF_2
15585,D-_R-,UF_1
15586,D-_R-,UF_1
15587,D-_R+,UF_2
15588,D-_R+,UF_3
15589,D-_R+,UF_2
15590,D-_R+,UF_3
15591,D-_R+,UF_3
15592,D-_R+,UF_2
15593,D-_R+,UF_1
15594,D-_R+,UF_3
15595,D-_R+,UF_2
15596,D-_R+,UF_1
15597,D+_R+,UF_2
15598,D+_R+,UF_3
15599,D+_R+,UF_3
15600,D+_R+,UF_2
15601,D+_R-,UF_1
15602,D+_R-,UF_1
15603,D+_R+,UF_3
15604,D+_R+,UF_2
15605,D+_R-,UF_2
15606,D+_R-,UF_3
15607,D+_R+,UF_2
15608,D+_R+,UF_3
15609,D+_R+,UF_2
15610,D+_R-,UF_3
15611,D+_R-,UF_1
15612,D+_R-,UF_1
15613,D+_R-,UF_1
15614,D+_R-,UF_1
15615,D+_R-,UF_1
15616,D-_R+,UF_2
15617,D-_R+,UF_3
15618,D-_R+,UF_3
15619,D+_R+,UF_2
15620,D-_R-,UF_1
15621,D-_R-,UF_1
15622,D-_R+,UF_2
15623,D-_R-,UF_3
15624,D-_R-,UF_1
15625,D-_R+,UF_2
15626,D-_R+,UF_3
15627,D-_R-,UF_1
15628,D+_R-,UF_1
15629,D+_R-,UF_1
15630,D+_R+,UF_2
15631,D+_R+,UF_3
15632,D+_R+,UF_3
15633,D+_R+,UF_2
15634,D-_R+,UF_2
15635,D-_R-,UF_3
15636,D-_R-,UF_1
15637,D-_R+,UF_3
15638,D-_R+,UF_2
15639,D-_R-,UF_1
15640,D-_R-,UF_1
15641,D-_R+,UF_3
15642,D-_R+,UF_2
15643,D-_R+,UF_3
15644,D-_R+,UF_2
15645,D-_R-,UF_1
15646,D-_R-,UF_1
15647,D-_R-,UF_1
15648,D-_R+,UF_2
15649,D-_R+,UF_3
15650,D-_R-,UF_1
15651,D-_R+,UF_2
15652,D-_R-,UF_3
15653,D-_R-,UF_1
15654,D-_R-,UF_1
15655,D-_R+,UF_2
15656,D-_R-,UF_3
15657,D-_R+,UF_2
15658,D-_R+,UF_3
15659,D-_R-,UF_1
15660,D-_R+,UF_2
15661,D-_R-,UF_1
15662,D-_R-,UF_3
15663,D-_R+,UF_2
15664,D-_R-,UF_3
15665,D+_R+,UF_2
15666,D+_R+,UF_3
15667,D+_R-,UF_1
15668,D+_R+,UF_3
15669,D+_R+,UF_2
15670,D+_R-,UF_1
15671,D-_R+,UF_2
15672,D-_R-,UF_3
15673,D+_R-,UF_3
15674,D+_R-,UF_2
15675,D-_R-,UF_1
15676,D-_R-,UF_1
15677,D-_R-,UF_1
15678,D-_R-,UF_2
15679,D+_R-,UF_2
15680,D+_R-,UF_3
15681,D-_R-,UF_3
15682,D-_R+,UF_2
15683,D-_R-,UF_3
15684,D-_R-,UF_2
15685,D-_R-,UF_3
15686,D+_R-,UF_1
15687,D+_R+,UF_2
15688,D+_R-,UF_3
15689,D+_R-,UF_3
15690,D-_R-,UF_1
15691,D+_R-,UF_1
15692,D+_R+,UF_2
15693,D+_R+,UF_3
15694,D+_R+,UF_2
15695,D-_R-,UF_3
15696,D-_R-,UF_1
15697,D-_R-,UF_1
15698,D-_R-,UF_2
15699,D-_R-,UF_3
15700,D-_R-,UF_1
15701,D-_R-,UF_2
15702,D-_R-,UF_3
15703,D-_R-,UF_1
15704,D-_R+,UF_2
15705,D-_R+,UF_3
15706,D-_R-,UF_1
15707,D-_R-,UF_1
15708,D-_R+,UF_2
15709,D-_R-,UF_3
15710,D-_R+,UF_2
15711,D-_R-,UF_3
15712,D+_R-,UF_1
15713,D+_R+,UF_2
15714,D+_R-,UF_3
15715,D+_R-,UF_1
15716,D+_R+,UF_3
15717,D+_R+,UF_2
15718,D-_R-,UF_1
15719,D+_R-,UF_3
15720,D+_R+,UF_2
15721,D-_R-,UF_3
15722,D+_R-,UF_1
15723,D-_R-,UF_2
15724,D-_R-,UF_2
15725,D-_R-,UF_3
15726,D+_R-,UF_1
15727,D-_R-,UF_1
15728,D+_R-,UF_3
15729,D-_R+,UF_2
15730,D+_R-,UF_3
15731,D+_R-,UF_2
15732,D+_R-,UF_1
15733,D+_R-,UF_1
15734,D+_R+,UF_2
15735,D+_R+,UF_3
15736,D-_R-,UF_1
15737,D-_R+,UF_2
15738,D-_R-,UF_1
15739,D-_R+,UF_3
15740,D-_R-,UF_3
15741,D-_R+,UF_2
15742,D+_R-,UF_1
15743,D+_R+,UF_2
15744,D+_R-,UF_3
15745,D+_R-,UF_1
15746,D+_R-,UF_3
15747,D+_R-,UF_2
15748,D-_R-,UF_3
15749,D-_R+,UF_2
15750,D-_R-,UF_3
15751,D-_R-,UF_2
15752,D-_R-,UF_3
15753,D-_R+,UF_2
15754,D-_R+,UF_2
15755,D-_R-,UF_3
15756,D-_R-,UF_1
15757,D-_R-,UF_1
15758,D-_R-,UF_1
15759,D-_R-,UF_1
15760,D+_R-,UF_3
15761,D+_R+,UF_2
15762,D+_R-,UF_3
15763,D+_R+,UF_1
15764,D+_R-,UF_1
15765,D+_R+,UF_3
15766,D+_R+,UF_2
15767,D+_R-,UF_1
15768,D-_R-,UF_1
15769,D-_R+,UF_2
15770,D-_R-,UF_3
15771,D+_R+,UF_2
15772,D+_R+,UF_3
15773,D+_R+,UF_2
15774,D+_R+,UF_3
15775,D+_R+,UF_2
15776,D+_R+,UF_3
15777,D+_R-,UF_1
15778,D+_R+,UF_1
15779,D+_R+,UF_2
15780,D+_R+,UF_3
15781,D+_R+,UF_2
15782,D-_R-,UF_3
15783,D+_R-,UF_1
15784,D+_R-,UF_1
15785,D+_R-,UF_1
15786,D+_R+,UF_3
15787,D+_R+,UF_2
15788,D+_R+,UF_3
15789,D+_R+,UF_2
15790,D+_R+,UF_1
15791,D+_R+,UF_2
15792,D+_R-,UF_3
15793,D-_R-,UF_3
15794,D-_R+,UF_2
15795,D+_R-,UF_1
15796,D+_R-,UF_1
15797,D-_R+,UF_2
15798,D-_R-,UF_3
15799,D+_R-,UF_1
15800,D+_R-,UF_3
15801,D+_R+,UF_2
15802,D-_R-,UF_1
15803,D-_R-,UF_1
15804,D-_R+,UF_2
15805,D-_R-,UF_3
15806,D+_R-,UF_1
15807,D+_R+,UF_3
15808,D-_R+,UF_2
15809,D-_R+,UF_2
15810,D-_R+,UF_3
15811,D+_R-,UF_1
15812,D-_R-,UF_1
15813,D+_R+,UF_2
15814,D+_R+,UF_3
15815,D+_R-,UF_1
15816,D+_R-,UF_3
15817,D+_R+,UF_2
15818,D+_R-,UF_1
15819,D+_R+,UF_2
15820,D+_R-,UF_3
15821,D+_R-,UF_1
15822,D+_R-,UF_1
15823,D-_R-,UF_2
15824,D-_R-,UF_3
15825,D-_R-,UF_2
15826,D-_R-,UF_3
15827,D+_R-,UF_1
15828,D-_R-,UF_1
15829,D+_R-,UF_2
15830,D+_R-,UF_3
15831,D+_R-,UF_3
15832,D+_R-,UF_2
15833,D+_R-,UF_3
15834,D+_R-,UF_2
15835,D+_R-,UF_1
15836,D+_R-,UF_3
15837,D+_R-,UF_2
15838,D+_R-,UF_1
15839,D+_R-,UF_1
15840,D+_R-,UF_1
15841,D+_R-,UF_3
15842,D+_R-,UF_2
15843,D+_R-,UF_2
15844,D+_R-,UF_3
15845,D+_R-,UF_2
15846,D+_R-,UF_1
15847,D+_R-,UF_2
15848,D+_R-,UF_3
15849,D+_R-,UF_3
15850,D+_R-,UF_3
15851,D+_R-,UF_1
15852,D-_R-,UF_3
15853,D-_R-,UF_2
15854,D+_R-,UF_1
15855,D+_R-,UF_2
15856,D+_R-,UF_3
15857,D-_R-,UF_1
15858,D+_R-,UF_2
15859,D+_R-,UF_3
15860,D+_R-,UF_3
15861,D-_R-,UF_2
15862,D+_R-,UF_1
15863,D-_R-,UF_1
15864,D+_R-,UF_3
15865,D+_R-,UF_2
15866,D-_R-,UF_1
15867,D+_R-,UF_1
15868,D-_R-,UF_2
15869,D-_R-,UF_3
15870,D+_R-,UF_1
15871,D+_R-,UF_2
15872,D+_R-,UF_3
15873,D-_R-,UF_3
15874,D-_R-,UF_2
15875,D+_R-,UF_1
