,quadrante,caracteristica
18350,D-_R+,Público_Outros
18351,D-_R+,Público_Outros
18352,D-_R+,Público_Outros
18353,D+_R+,Público_Outros
18354,D+_R+,Público_Outros
18355,D+_R+,Público_Outros
18356,D+_R+,Público_Outros
18357,D+_R+,Público_Outros
18358,D+_R+,Público_Outros
18359,D+_R+,Público_Outros
18360,D+_R+,Público_Outros
18361,D+_R+,Público_Outros
18362,D-_R+,Público_2
18363,D+_R+,Público_2
18364,D-_R+,Público_2
18365,D+_R+,Público_2
18366,D-_R-,Público_2
18367,D+_R+,Público_Outros
18368,D+_R-,Público_Outros
18369,D+_R+,Público_Outros
18370,D+_R+,Público_Outros
18371,D-_R+,Público_Outros
18372,D-_R+,Público_Outros
18373,D+_R+,Público_Outros
18374,D+_R+,Público_2
18375,D-_R+,Público_2
18376,D+_R-,Público_Outros
18377,D-_R+,Público_Outros
18378,D-_R+,Público_Outros
18379,D+_R-,Público_Outros
18380,D+_R+,Público_Outros
18381,D-_R+,Público_2
18382,D-_R+,Público_2
18383,D+_R+,Público_Outros
18384,D+_R+,Público_Outros
18385,D+_R+,Público_Outros
18386,D+_R+,Público_Outros
18387,D+_R+,Público_Outros
18388,D+_R+,Público_Outros
18389,D-_R-,Público_Outros
18390,D-_R+,Público_Outros
18391,D-_R-,Público_Outros
18392,D+_R+,Público_2
18393,D-_R-,Público_2
18394,D+_R-,Público_2
18395,D+_R+,Público_Outros
18396,D+_R+,Público_Outros
18397,D+_R+,Público_Outros
18398,D+_R+,Público_Outros
18399,D+_R+,Público_Outros
18400,D+_R+,Público_Outros
18401,D+_R+,Público_Outros
18402,D+_R+,Público_Outros
18403,D+_R+,Público_Outros
18404,D+_R+,Público_Outros
18405,D+_R+,Público_Outros
18406,D+_R+,Público_Outros
18407,D+_R+,Público_Outros
18408,D+_R+,Público_Outros
18409,D+_R+,Público_Outros
18410,D+_R+,Público_Outros
18411,D+_R+,Público_Outros
18412,D+_R+,Público_Outros
18413,D-_R+,Público_2
18414,D-_R+,Público_2
18415,D-_R+,Público_2
18416,D-_R+,Público_2
18417,D-_R+,Público_2
18418,D-_R+,Público_2
18419,D-_R+,Público_2
18420,D-_R-,Público_Outros
18421,D-_R+,Público_2
18422,D-_R+,Público_2
18423,D-_R+,Público_2
18424,D-_R-,Público_Outros
18425,D-_R+,Público_Outros
18426,D+_R-,Público_Outros
18427,D+_R+,Público_Outros
18428,D+_R-,Público_Outros
18429,D+_R+,Público_Outros
18430,D+_R+,Público_Outros
18431,D+_R+,Público_Outros
18432,D-_R-,Público_2
18433,D-_R+,Público_2
18434,D-_R-,Público_Outros
18435,D-_R+,Público_Outros
18436,D-_R-,Público_Outros
18437,D-_R+,Público_2
18438,D-_R-,Público_Outros
18439,D-_R+,Público_Outros
18440,D-_R-,Público_2
18441,D-_R-,Público_Outros
18442,D+_R-,Público_2
18443,D+_R+,Público_Outros
18444,D-_R-,Público_Outros
18445,D-_R+,Público_Outros
18446,D+_R+,Público_2
18447,D+_R-,Público_2
18448,D+_R-,Público_Outros
18449,D+_R+,Público_Outros
18450,D+_R+,Público_Outros
18451,D-_R-,Público_2
18452,D-_R+,Público_2
18453,D-_R-,Público_Outros
18454,D-_R+,Público_Outros
18455,D+_R-,Público_Outros
18456,D+_R+,Público_Outros
18457,D+_R+,Público_Outros
18458,D+_R-,Público_Outros
18459,D+_R-,Público_Outros
18460,D+_R+,Público_Outros
18461,D+_R+,Público_Outros
18462,D-_R-,Público_2
18463,D-_R-,Público_2
18464,D-_R-,Público_2
18465,D+_R-,Público_2
18466,D+_R-,Público_2
18467,D+_R-,Público_2
18468,D+_R+,Público_Outros
18469,D+_R+,Público_Outros
18470,D+_R+,Público_Outros
18471,D+_R+,Público_Outros
18472,D+_R+,Público_Outros
18473,D+_R+,Público_Outros
18474,D-_R+,Público_Outros
18475,D-_R+,Público_Outros
18476,D+_R+,Público_2
18477,D-_R+,Público_Outros
18478,D+_R+,Público_2
18479,D+_R+,Público_2
18480,D-_R+,Público_Outros
18481,D-_R+,Público_Outros
18482,D-_R-,Público_Outros
18483,D-_R+,Público_2
18484,D+_R+,Público_2
18485,D+_R+,Público_2
18486,D-_R+,Público_2
18487,D-_R+,Público_2
18488,D-_R+,Público_2
18489,D-_R+,Público_Outros
18490,D-_R+,Público_Outros
18491,D-_R+,Público_Outros
18492,D-_R+,Público_Outros
18493,D-_R+,Público_Outros
18494,D+_R+,Público_2
18495,D-_R+,Público_Outros
18496,D+_R+,Público_2
18497,D+_R+,Público_2
18498,D+_R+,Público_Outros
18499,D+_R+,Público_Outros
18500,D+_R-,Público_Outros
18501,D+_R+,Público_Outros
18502,D+_R+,Público_Outros
18503,D+_R+,Público_Outros
18504,D+_R+,Público_Outros
18505,D+_R+,Público_Outros
18506,D+_R+,Público_Outros
18507,D+_R+,Público_Outros
18508,D+_R+,Público_Outros
18509,D+_R+,Público_Outros
18510,D-_R+,Público_Outros
18511,D-_R+,Público_Outros
18512,D+_R-,Público_2
18513,D-_R-,Público_Outros
18514,D+_R+,Público_2
18515,D+_R+,Público_2
18516,D-_R+,Público_Outros
18517,D-_R+,Público_Outros
18518,D-_R+,Público_2
18519,D+_R+,Público_2
18520,D-_R-,Público_Outros
18521,D+_R-,Público_2
18522,D+_R-,Público_2
18523,D+_R+,Público_2
18524,D+_R+,Público_2
18525,D-_R-,Público_Outros
18526,D-_R+,Público_Outros
18527,D-_R+,Público_Outros
18528,D-_R+,Público_Outros
18529,D-_R+,Público_Outros
18530,D+_R-,Público_2
18531,D-_R-,Público_Outros
18532,D+_R+,Público_Outros
18533,D+_R+,Público_2
18534,D+_R-,Público_Outros
18535,D+_R+,Público_Outros
18536,D+_R-,Público_Outros
18537,D+_R-,Público_Outros
18538,D+_R+,Público_Outros
18539,D+_R-,Público_Outros
18540,D+_R+,Público_Outros
18541,D+_R+,Público_Outros
18542,D+_R+,Público_Outros
18543,D+_R+,Público_Outros
18544,D+_R+,Público_Outros
18545,D+_R+,Público_Outros
18546,D-_R+,Público_Outros
18547,D-_R+,Público_Outros
18548,D-_R-,Público_2
18549,D-_R-,Público_Outros
18550,D+_R+,Público_2
18551,D+_R-,Público_2
18552,D-_R+,Público_2
18553,D-_R+,Público_2
18554,D-_R+,Público_2
18555,D+_R+,Público_2
18556,D-_R-,Público_2
18557,D-_R-,Público_2
18558,D-_R-,Público_2
18559,D-_R+,Público_Outros
18560,D-_R+,Público_Outros
18561,D-_R+,Público_2
18562,D+_R+,Público_2
18563,D-_R-,Público_Outros
18564,D-_R+,Público_2
18565,D-_R+,Público_Outros
18566,D-_R+,Público_Outros
18567,D-_R-,Público_2
18568,D-_R-,Público_Outros
18569,D-_R+,Público_2
18570,D-_R+,Público_2
18571,D+_R-,Público_Outros
18572,D+_R-,Público_Outros
18573,D+_R+,Público_Outros
18574,D+_R+,Público_Outros
18575,D+_R+,Público_Outros
18576,D+_R-,Público_Outros
18577,D+_R+,Público_Outros
18578,D+_R+,Público_Outros
18579,D+_R+,Público_Outros
18580,D+_R+,Público_Outros
18581,D+_R+,Público_Outros
18582,D+_R+,Público_Outros
18583,D-_R-,Público_2
18584,D+_R-,Público_2
18585,D-_R-,Público_2
18586,D-_R-,Público_2
18587,D-_R-,Público_2
18588,D-_R-,Público_2
284,D-_R+,Marca_Outras
285,D-_R+,Marca_Outras
286,D+_R+,Marca_Outras
287,D-_R-,Marca_Outras
288,D+_R+,Marca_Outras
289,D+_R-,Marca_Outras
290,D+_R+,Marca_Outras
291,D-_R-,Marca_Outras
292,D-_R-,Marca_Outras
293,D+_R-,Marca_Outras
294,D-_R-,Marca_Outras
295,D+_R+,Marca_Outras
296,D-_R-,Marca_Outras
297,D+_R-,Marca_Outras
298,D+_R-,Marca_Outras
299,D-_R-,Marca_Outras
300,D+_R+,Marca_Outras
301,D+_R-,Marca_Outras
302,D-_R-,Marca_Outras
303,D+_R-,Marca_Outras
304,D+_R-,Marca_Outras
305,D-_R-,Marca_Outras
306,D+_R-,Marca_Outras
307,D+_R-,Marca_Outras
308,D+_R+,Marca_Outras
309,D+_R-,Marca_Outras
310,D+_R+,Marca_Outras
311,D+_R+,Marca_Outras
312,D+_R-,Marca_Outras
313,D+_R-,Marca_Outras
314,D+_R+,Marca_Outras
315,D+_R-,Marca_Outras
316,D+_R+,Marca_Outras
317,D+_R+,Marca_Outras
318,D+_R+,Marca_Outras
319,D+_R-,Marca_Outras
320,D+_R-,Marca_Outras
321,D+_R-,Marca_Outras
322,D+_R+,Marca_Outras
323,D-_R+,Marca_Outras
324,D-_R+,Marca_Outras
325,D-_R-,Marca_Outras
326,D+_R-,Marca_Outras
327,D+_R-,Marca_Outras
328,D+_R-,Marca_Outras
329,D+_R+,Marca_Outras
330,D+_R+,Marca_Outras
331,D+_R-,Marca_Outras
332,D+_R-,Marca_Outras
333,D+_R-,Marca_Outras
334,D+_R+,Marca_Outras
335,D+_R-,Marca_Outras
336,D+_R+,Marca_Outras
337,D+_R-,Marca_Outras
338,D+_R-,Marca_Outras
339,D+_R+,Marca_Outras
340,D+_R-,Marca_Outras
341,D-_R-,Marca_Outras
342,D-_R+,Marca_Outras
343,D-_R+,Marca_Outras
344,D-_R-,Marca_Outras
345,D+_R+,Marca_Outras
346,D+_R+,Marca_Outras
347,D+_R-,Marca_Outras
348,D+_R-,Marca_Outras
349,D+_R-,Marca_Outras
350,D+_R-,Marca_Outras
351,D+_R-,Marca_Outras
352,D+_R+,Marca_Outras
353,D-_R-,Marca_Outras
354,D+_R+,Marca_Outras
355,D-_R-,Marca_Outras
356,D+_R+,Marca_Outras
357,D+_R-,Marca_Outras
358,D+_R+,Marca_Outras
359,D+_R-,Marca_Outras
360,D+_R+,Marca_Outras
361,D+_R-,Marca_Outras
362,D+_R-,Marca_Outras
363,D+_R+,Marca_Outras
364,D+_R+,Marca_Outras
365,D+_R-,Marca_Outras
366,D+_R-,Marca_Outras
367,D+_R-,Marca_Outras
368,D-_R+,Marca_Outras
369,D-_R+,Marca_Outras
370,D+_R+,Marca_Outras
371,D+_R+,Marca_Outras
372,D-_R+,Marca_Outras
373,D+_R-,Marca_Outras
374,D-_R+,Marca_Outras
375,D+_R-,Marca_Outras
376,D+_R+,Marca_Outras
377,D-_R-,Marca_Outras
378,D-_R+,Marca_Outras
379,D-_R+,Marca_Outras
380,D-_R+,Marca_Outras
381,D-_R+,Marca_Outras
382,D-_R-,Marca_Outras
383,D+_R+,Marca_Outras
384,D-_R+,Marca_Outras
385,D-_R+,Marca_Outras
386,D-_R+,Marca_Outras
387,D-_R+,Marca_Outras
388,D-_R+,Marca_Outras
389,D-_R-,Marca_Outras
390,D-_R+,Marca_Outras
391,D+_R+,Marca_Outras
392,D+_R+,Marca_Outras
393,D+_R-,Marca_Outras
394,D+_R-,Marca_Outras
395,D+_R+,Marca_Outras
396,D+_R-,Marca_Outras
397,D+_R+,Marca_Outras
398,D+_R-,Marca_Outras
399,D+_R+,Marca_Outras
400,D+_R+,Marca_Outras
401,D+_R-,Marca_Outras
402,D+_R-,Marca_Outras
403,D+_R+,Marca_Outras
404,D+_R+,Marca_Outras
405,D-_R-,Marca_Outras
406,D-_R+,Marca_Outras
407,D+_R-,Marca_Outras
408,D-_R+,Marca_Outras
409,D-_R+,Marca_Outras
410,D-_R-,Marca_Outras
411,D-_R-,Marca_Outras
412,D-_R-,Marca_Outras
413,D-_R+,Marca_Outras
414,D-_R+,Marca_Outras
415,D-_R-,Marca_Outras
416,D-_R+,Marca_Outras
417,D-_R+,Marca_Outras
418,D-_R-,Marca_Outras
419,D+_R-,Marca_Outras
420,D-_R-,Marca_Outras
421,D-_R+,Marca_Outras
422,D-_R-,Marca_Outras
423,D-_R+,Marca_Outras
424,D-_R-,Marca_Outras
425,D-_R+,Marca_Outras
426,D-_R+,Marca_Outras
427,D+_R+,Marca_Outras
428,D+_R+,Marca_Outras
429,D+_R-,Marca_Outras
430,D+_R+,Marca_Outras
431,D+_R-,Marca_Outras
432,D+_R+,Marca_Outras
433,D+_R-,Marca_Outras
434,D+_R+,Marca_Outras
435,D+_R+,Marca_Outras
436,D+_R+,Marca_Outras
437,D+_R+,Marca_Outras
438,D+_R+,Marca_Outras
439,D+_R-,Marca_Outras
440,D-_R+,Marca_Outras
441,D-_R+,Marca_Outras
442,D-_R+,Marca_Outras
443,D+_R-,Marca_Outras
444,D-_R-,Marca_Outras
445,D-_R-,Marca_Outras
446,D-_R-,Marca_Outras
447,D+_R+,Marca_Outras
448,D-_R-,Marca_Outras
449,D-_R+,Marca_Outras
450,D+_R-,Marca_Outras
451,D-_R-,Marca_Outras
452,D+_R+,Marca_Outras
453,D+_R-,Marca_Outras
454,D-_R+,Marca_Outras
455,D+_R-,Marca_Outras
456,D+_R+,Marca_Outras
457,D-_R+,Marca_Outras
458,D+_R-,Marca_Outras
459,D+_R-,Marca_Outras
460,D-_R-,Marca_Outras
461,D-_R-,Marca_Outras
462,D-_R-,Marca_Outras
463,D+_R-,Marca_Outras
464,D+_R+,Marca_Outras
465,D+_R+,Marca_Outras
466,D+_R+,Marca_Outras
467,D+_R-,Marca_Outras
468,D+_R-,Marca_Outras
469,D+_R+,Marca_Outras
470,D+_R+,Marca_Outras
471,D+_R-,Marca_Outras
472,D+_R-,Marca_Outras
473,D+_R+,Marca_Outras
474,D+_R+,Marca_Outras
475,D+_R+,Marca_Outras
476,D+_R-,Marca_Outras
477,D+_R-,Marca_Outras
478,D-_R+,Marca_Outras
479,D+_R-,Marca_Outras
480,D+_R+,Marca_Outras
481,D+_R+,Marca_Outras
482,D-_R+,Marca_Outras
483,D-_R+,Marca_Outras
484,D+_R+,Marca_Outras
485,D+_R+,Marca_Outras
486,D+_R-,Marca_Outras
487,D+_R-,Marca_Outras
488,D+_R-,Marca_Outras
489,D+_R+,Marca_Outras
490,D+_R-,Marca_Outras
491,D+_R+,Marca_Outras
492,D+_R+,Marca_Outras
493,D+_R-,Marca_Outras
494,D+_R-,Marca_Outras
495,D+_R-,Marca_Outras
496,D+_R+,Marca_Outras
497,D-_R+,Marca_Outras
498,D-_R+,Marca_Outras
499,D+_R+,Marca_Outras
500,D+_R+,Marca_Outras
501,D-_R-,Marca_Outras
502,D-_R+,Marca_Outras
503,D-_R+,Marca_Outras
504,D-_R+,Marca_Outras
505,D-_R+,Marca_Outras
506,D+_R+,Marca_Outras
507,D+_R-,Marca_Outras
508,D-_R+,Marca_Outras
509,D+_R-,Marca_Outras
510,D+_R+,Marca_Outras
511,D+_R+,Marca_Outras
512,D+_R-,Marca_Outras
513,D+_R+,Marca_Outras
514,D+_R+,Marca_Outras
515,D+_R+,Marca_Outras
516,D+_R+,Marca_Outras
517,D+_R-,Marca_Outras
518,D+_R-,Marca_Outras
519,D-_R+,Marca_Outras
520,D-_R+,Marca_Outras
521,D+_R+,Marca_Outras
522,D+_R+,Marca_Outras
523,D-_R+,Marca_Outras
524,D-_R-,Marca_Outras
525,D-_R-,Marca_Outras
526,D-_R+,Marca_Outras
527,D-_R+,Marca_Outras
528,D-_R+,Marca_Outras
529,D-_R+,Marca_Outras
530,D+_R+,Marca_Outras
531,D-_R+,Marca_Outras
532,D-_R+,Marca_Outras
533,D-_R+,Marca_Outras
534,D+_R+,Marca_Outras
535,D-_R+,Marca_Outras
536,D-_R+,Marca_Outras
537,D+_R+,Marca_Outras
538,D-_R+,Marca_Outras
539,D-_R+,Marca_Outras
540,D-_R+,Marca_Outras
541,D-_R+,Marca_Outras
542,D-_R-,Marca_Outras
543,D+_R-,Marca_Outras
544,D+_R+,Marca_Outras
545,D+_R-,Marca_Outras
546,D+_R+,Marca_Outras
547,D+_R+,Marca_Outras
548,D+_R+,Marca_Outras
549,D+_R-,Marca_Outras
550,D+_R-,Marca_Outras
551,D+_R+,Marca_Outras
552,D+_R-,Marca_Outras
553,D+_R+,Marca_Outras
554,D-_R+,Marca_Outras
555,D-_R+,Marca_Outras
556,D+_R+,Marca_Outras
557,D+_R+,Marca_Outras
558,D+_R-,Marca_Outras
559,D-_R+,Marca_Outras
560,D+_R+,Marca_Outras
561,D+_R+,Marca_Outras
562,D+_R-,Marca_Outras
563,D+_R-,Marca_Outras
564,D+_R+,Marca_Outras
565,D+_R+,Marca_Outras
566,D+_R-,Marca_Outras
567,D+_R-,Marca_Outras
568,D+_R+,Marca_Outras
569,D+_R+,Marca_Outras
570,D+_R+,Marca_Outras
571,D+_R-,Marca_Outras
572,D-_R+,Marca_Outras
573,D-_R+,Marca_Outras
574,D-_R-,Marca_Outras
575,D-_R-,Marca_Outras
576,D-_R-,Marca_Outras
577,D+_R+,Marca_Outras
578,D+_R+,Marca_Outras
579,D-_R+,Marca_Outras
580,D+_R-,Marca_Outras
581,D+_R-,Marca_Outras
582,D+_R+,Marca_Outras
583,D+_R-,Marca_Outras
584,D+_R-,Marca_Outras
585,D+_R+,Marca_Outras
586,D+_R+,Marca_Outras
587,D+_R+,Marca_Outras
588,D+_R-,Marca_Outras
589,D+_R-,Marca_Outras
590,D+_R-,Marca_Outras
591,D+_R+,Marca_Outras
592,D+_R+,Marca_Outras
593,D-_R-,Marca_Outras
594,D-_R+,Marca_Outras
595,D-_R+,Marca_Outras
596,D-_R+,Marca_Outras
597,D+_R+,Marca_Outras
598,D+_R+,Marca_Outras
599,D-_R-,Marca_Outras
600,D+_R-,Marca_Outras
601,D-_R+,Marca_Outras
602,D-_R-,Marca_Outras
603,D+_R+,Marca_Outras
604,D-_R+,Marca_Outras
605,D+_R+,Marca_Outras
606,D-_R-,Marca_Outras
607,D+_R-,Marca_Outras
608,D+_R+,Marca_Outras
609,D-_R-,Marca_Outras
610,D+_R-,Marca_Outras
611,D+_R+,Marca_Outras
612,D+_R+,Marca_Outras
613,D-_R+,Marca_Outras
614,D-_R-,Marca_Outras
615,D+_R+,Marca_Outras
616,D-_R+,Marca_Outras
617,D+_R-,Marca_Outras
618,D-_R-,Marca_Outras
619,D+_R+,Marca_Outras
620,D+_R-,Marca_Outras
621,D+_R+,Marca_Outras
622,D+_R-,Marca_Outras
623,D+_R+,Marca_Outras
624,D+_R-,Marca_Outras
625,D+_R+,Marca_Outras
626,D+_R-,Marca_Outras
627,D+_R+,Marca_Outras
628,D+_R+,Marca_Outras
629,D+_R+,Marca_Outras
630,D+_R+,Marca_Outras
631,D+_R+,Marca_Outras
632,D-_R+,Marca_Outras
633,D+_R+,Marca_Outras
634,D-_R+,Marca_Outras
635,D-_R+,Marca_Outras
636,D+_R+,Marca_Outras
637,D+_R+,Marca_Outras
638,D+_R-,Marca_Outras
639,D+_R+,Marca_Outras
640,D+_R-,Marca_Outras
641,D+_R+,Marca_Outras
642,D+_R-,Marca_Outras
643,D+_R-,Marca_Outras
644,D+_R+,Marca_Outras
645,D+_R+,Marca_Outras
646,D-_R+,Marca_Outras
647,D-_R+,Marca_Outras
648,D+_R+,Marca_Outras
649,D+_R+,Marca_Outras
650,D-_R+,Marca_Outras
651,D+_R+,Marca_Outras
652,D-_R+,Marca_Outras
653,D-_R+,Marca_Outras
654,D-_R+,Marca_Outras
655,D-_R+,Marca_Outras
656,D+_R+,Marca_Outras
657,D+_R+,Marca_Outras
658,D+_R+,Marca_Outras
659,D+_R-,Marca_Outras
660,D+_R-,Marca_Outras
661,D+_R+,Marca_Outras
662,D+_R+,Marca_Outras
663,D+_R-,Marca_Outras
664,D+_R+,Marca_Outras
665,D+_R+,Marca_Outras
666,D+_R-,Marca_Outras
667,D+_R+,Marca_Outras
668,D+_R-,Marca_Outras
669,D-_R+,Marca_Outras
670,D+_R+,Marca_Outras
671,D+_R+,Marca_Outras
672,D-_R+,Marca_Outras
673,D-_R+,Marca_Outras
674,D+_R-,Marca_Outras
675,D-_R+,Marca_Outras
676,D+_R-,Marca_Outras
677,D+_R+,Marca_Outras
678,D-_R+,Marca_Outras
679,D-_R+,Marca_Outras
680,D-_R+,Marca_Outras
681,D-_R+,Marca_Outras
682,D-_R+,Marca_Outras
683,D-_R+,Marca_Outras
684,D-_R+,Marca_Outras
685,D+_R+,Marca_Outras
686,D+_R+,Marca_Outras
687,D-_R+,Marca_Outras
688,D+_R+,Marca_Outras
689,D-_R+,Marca_Outras
690,D-_R+,Marca_Outras
691,D-_R+,Marca_Outras
692,D-_R+,Marca_Outras
693,D+_R+,Marca_Outras
694,D+_R-,Marca_Outras
695,D+_R+,Marca_Outras
696,D+_R+,Marca_Outras
697,D+_R+,Marca_Outras
698,D+_R+,Marca_Outras
699,D+_R+,Marca_Outras
700,D+_R-,Marca_Outras
701,D+_R-,Marca_Outras
702,D-_R+,Marca_Outras
703,D+_R+,Marca_Outras
704,D-_R+,Marca_Outras
705,D+_R+,Marca_Outras
706,D+_R+,Marca_Outras
707,D-_R+,Marca_Outras
708,D-_R+,Marca_Outras
709,D-_R+,Marca_Outras
710,D-_R-,Marca_Outras
711,D-_R+,Marca_Outras
712,D-_R-,Marca_Outras
713,D-_R+,Marca_Outras
714,D-_R+,Marca_Outras
715,D-_R-,Marca_Outras
716,D+_R+,Marca_Outras
717,D-_R+,Marca_Outras
718,D-_R-,Marca_Outras
719,D-_R+,Marca_Outras
720,D-_R+,Marca_Outras
721,D-_R-,Marca_Outras
722,D-_R-,Marca_Outras
723,D-_R+,Marca_Outras
724,D-_R+,Marca_Outras
725,D+_R+,Marca_Outras
726,D+_R+,Marca_Outras
727,D+_R+,Marca_Outras
728,D+_R+,Marca_Outras
729,D+_R-,Marca_Outras
730,D+_R-,Marca_Outras
731,D+_R+,Marca_Outras
732,D+_R-,Marca_Outras
733,D+_R+,Marca_Outras
734,D+_R+,Marca_Outras
735,D+_R+,Marca_Outras
736,D+_R+,Marca_Outras
737,D-_R+,Marca_Outras
738,D+_R+,Marca_Outras
739,D+_R+,Marca_Outras
740,D+_R+,Marca_Outras
741,D-_R+,Marca_Outras
742,D-_R+,Marca_Outras
743,D-_R+,Marca_Outras
744,D-_R-,Marca_Outras
745,D-_R-,Marca_Outras
746,D-_R+,Marca_Outras
747,D-_R-,Marca_Outras
748,D-_R-,Marca_Outras
749,D+_R+,Marca_Outras
750,D+_R-,Marca_Outras
751,D-_R-,Marca_Outras
752,D+_R-,Marca_Outras
753,D-_R-,Marca_Outras
754,D+_R-,Marca_Outras
755,D+_R+,Marca_Outras
756,D+_R+,Marca_Outras
757,D+_R-,Marca_Outras
758,D+_R-,Marca_Outras
759,D+_R-,Marca_Outras
760,D+_R+,Marca_Outras
761,D+_R-,Marca_Outras
762,D-_R-,Marca_Outras
763,D+_R-,Marca_Outras
764,D-_R+,Marca_Outras
765,D-_R+,Marca_Outras
766,D-_R+,Marca_Outras
767,D-_R+,Marca_Outras
768,D-_R+,Marca_Outras
769,D+_R-,Marca_Outras
770,D-_R+,Marca_Outras
771,D-_R-,Marca_Outras
772,D+_R-,Marca_Outras
773,D-_R-,Marca_Outras
774,D-_R+,Marca_Outras
775,D-_R+,Marca_Outras
776,D+_R-,Marca_Outras
777,D-_R+,Marca_Outras
778,D-_R-,Marca_Outras
779,D-_R+,Marca_Outras
780,D-_R-,Marca_Outras
781,D+_R-,Marca_Outras
782,D-_R+,Marca_Outras
783,D-_R+,Marca_Outras
784,D-_R-,Marca_Outras
785,D-_R-,Marca_Outras
786,D+_R+,Marca_Outras
787,D+_R+,Marca_Outras
788,D+_R-,Marca_Outras
789,D+_R-,Marca_Outras
790,D+_R+,Marca_Outras
791,D+_R+,Marca_Outras
792,D+_R+,Marca_Outras
793,D-_R-,Marca_Outras
794,D+_R+,Marca_Outras
795,D-_R+,Marca_Outras
796,D-_R+,Marca_Outras
797,D+_R-,Marca_Outras
798,D-_R+,Marca_Outras
799,D-_R+,Marca_Outras
800,D+_R-,Marca_Outras
801,D-_R+,Marca_Outras
802,D-_R-,Marca_Outras
803,D-_R-,Marca_Outras
804,D+_R-,Marca_Outras
805,D+_R+,Marca_Outras
806,D+_R-,Marca_Outras
807,D+_R+,Marca_Outras
808,D+_R+,Marca_Outras
809,D+_R+,Marca_Outras
810,D-_R-,Marca_Outras
811,D-_R+,Marca_Outras
812,D+_R+,Marca_Outras
813,D-_R+,Marca_Outras
814,D+_R-,Marca_Outras
815,D-_R-,Marca_Outras
816,D-_R+,Marca_Outras
817,D+_R-,Marca_Outras
818,D-_R+,Marca_Outras
819,D-_R+,Marca_Outras
820,D-_R-,Marca_Outras
821,D-_R-,Marca_Outras
822,D+_R+,Marca_Outras
823,D+_R+,Marca_Outras
824,D+_R+,Marca_Outras
825,D+_R+,Marca_Outras
826,D+_R-,Marca_Outras
827,D+_R+,Marca_Outras
828,D+_R+,Marca_Outras
829,D+_R-,Marca_Outras
830,D+_R-,Marca_Outras
831,D+_R-,Marca_Outras
832,D+_R+,Marca_Outras
833,D-_R-,Marca_Outras
834,D-_R-,Marca_Outras
835,D-_R+,Marca_Outras
836,D-_R-,Marca_Outras
837,D-_R-,Marca_Outras
838,D-_R+,Marca_Outras
839,D+_R-,Marca_Outras
840,D-_R-,Marca_Outras
841,D+_R-,Marca_Outras
842,D-_R-,Marca_Outras
843,D-_R-,Marca_Outras
844,D-_R-,Marca_Outras
845,D-_R+,Marca_Outras
846,D-_R+,Marca_Outras
847,D-_R-,Marca_Outras
848,D-_R-,Marca_Outras
849,D-_R-,Marca_Outras
850,D-_R-,Marca_Outras
851,D-_R-,Marca_Outras
852,D-_R+,Marca_Outras
853,D-_R+,Marca_Outras
854,D+_R-,Marca_Outras
855,D-_R-,Marca_Outras
856,D+_R+,Marca_Outras
857,D+_R-,Marca_Outras
858,D+_R-,Marca_Outras
859,D-_R+,Marca_Outras
860,D+_R+,Marca_Outras
861,D-_R-,Marca_Outras
862,D-_R-,Marca_Outras
863,D+_R+,Marca_Outras
864,D-_R-,Marca_Outras
865,D+_R-,Marca_Outras
866,D+_R+,Marca_Outras
867,D+_R+,Marca_Outras
868,D+_R-,Marca_Outras
869,D+_R+,Marca_Outras
870,D+_R+,Marca_Outras
871,D+_R+,Marca_Outras
872,D-_R-,Marca_Outras
873,D+_R-,Marca_Outras
874,D-_R-,Marca_Outras
875,D-_R+,Marca_Outras
876,D+_R-,Marca_Outras
877,D+_R+,Marca_Outras
878,D+_R-,Marca_Outras
879,D+_R+,Marca_Outras
880,D+_R+,Marca_Outras
881,D+_R-,Marca_Outras
882,D+_R+,Marca_Outras
883,D+_R+,Marca_Outras
884,D+_R-,Marca_Outras
885,D+_R+,Marca_Outras
886,D+_R-,Marca_Outras
887,D-_R-,Marca_Outras
888,D-_R+,Marca_Outras
889,D-_R-,Marca_Outras
890,D+_R-,Marca_Outras
891,D+_R-,Marca_Outras
892,D+_R+,Marca_Outras
893,D+_R+,Marca_Outras
894,D+_R+,Marca_Outras
895,D+_R+,Marca_Outras
896,D+_R+,Marca_Outras
897,D+_R-,Marca_Outras
898,D+_R-,Marca_Outras
899,D+_R+,Marca_Outras
900,D+_R+,Marca_Outras
901,D+_R-,Marca_Outras
902,D-_R-,Marca_Outras
903,D-_R+,Marca_Outras
904,D-_R+,Marca_Outras
905,D+_R-,Marca_Outras
906,D+_R-,Marca_Outras
907,D+_R+,Marca_Outras
908,D+_R+,Marca_Outras
909,D-_R-,Marca_Outras
910,D+_R-,Marca_Outras
911,D-_R+,Marca_Outras
912,D-_R-,Marca_Outras
913,D-_R-,Marca_Outras
914,D-_R+,Marca_Outras
915,D-_R+,Marca_Outras
916,D-_R+,Marca_Outras
917,D+_R-,Marca_Outras
918,D-_R-,Marca_Outras
919,D-_R-,Marca_Outras
920,D-_R+,Marca_Outras
921,D-_R-,Marca_Outras
922,D-_R-,Marca_Outras
923,D-_R-,Marca_Outras
924,D-_R+,Marca_Outras
925,D+_R-,Marca_Outras
926,D+_R+,Marca_Outras
927,D+_R+,Marca_Outras
928,D+_R+,Marca_Outras
